x,y,right_width,left_width
-1.898955808645996779e-01,6.421227757231131150e+00,1.751407062298024231e+00,1.751407062298024231e+00
-6.011213922372304896e-02,7.714733172092563152e+00,1.751407062298024009e+00,1.751407062298024009e+00
-6.566851916810390044e-03,9.252293580792297689e+00,1.749998046550151010e+00,1.749998046550151010e+00
8.084183509491740249e-01,1.313992799747880724e+01,1.750000273479663582e+00,1.750000273479663360e+00
1.902945566583766013e+00,1.700905941199357585e+01,1.749999813582674646e+00,1.749999813582673980e+00
3.040403477165908974e+00,2.085118208735585554e+01,1.749998581061449787e+00,1.749998581061449343e+00
4.132950138432534004e+00,2.470651651993864206e+01,1.750003180562860639e+00,1.750003180562859750e+00
5.047185059621872583e+00,2.859590163434012311e+01,1.750004790474668726e+00,1.750004790474669836e+00
5.232132681664418250e+00,3.253273533683648111e+01,1.749996687478568402e+00,1.749996687478568180e+00
4.584279673349558770e+00,3.647213725703824849e+01,1.750002939480875153e+00,1.750002939480875597e+00
3.657274373979210402e+00,4.040086336965060809e+01,1.749997991743302173e+00,1.749997991743303727e+00
2.577220528894660578e+00,4.426107930095186305e+01,1.750001426510690683e+00,1.750001426510690683e+00
1.357723435949175883e+00,4.809621407680815963e+01,1.750000267611944604e+00,1.750000267611944604e+00
-1.078482828374704994e-02,5.185666257672202306e+01,1.750003659657595190e+00,1.750003659657595190e+00
-1.706011906336226014e+00,5.551832681224425414e+01,1.750002454306176292e+00,1.750002454306172739e+00
-4.728189317976081441e+00,5.788918043179440076e+01,1.750003775008694085e+00,1.750003775008700524e+00
-8.522383214412620589e+00,5.920216393547325140e+01,1.749996150972851217e+00,1.749996150972844999e+00
-1.241528085539575699e+01,6.010242188756475912e+01,1.749997525458639513e+00,1.749997525458632630e+00
-1.636669863325825247e+01,6.081060943285622500e+01,1.749995915788513212e+00,1.749995915788512546e+00
-2.032522650982039636e+01,6.142479891480493848e+01,1.750003335187300557e+00,1.750003335187293008e+00
-2.425535112553451000e+01,6.203898481930693976e+01,1.749995062465862006e+00,1.749995062465862672e+00
-2.821668056877499708e+01,6.264990249582996285e+01,1.749995642411873220e+00,1.749995642411880548e+00
-3.219668902390749565e+01,6.312972534383354173e+01,1.749995890163900114e+00,1.749995890163893009e+00
-3.619849646921026931e+01,6.331774713967700308e+01,1.749997688446042199e+00,1.749997688446042421e+00
-4.016095559614075228e+01,6.286247452088495891e+01,1.749995587681653753e+00,1.749995587681658638e+00
-4.359537327916922322e+01,6.092991795417582068e+01,1.750003624535237279e+00,1.750003624535232394e+00
-4.582278872613373721e+01,5.765039669234690933e+01,1.750000172063580717e+00,1.750000172063587378e+00
-4.674058425407640982e+01,5.377350465382522771e+01,1.749999054498563300e+00,1.749999054498571072e+00
-4.661691643737832180e+01,4.978935980900185143e+01,1.749999802085755007e+00,1.749999802085762113e+00
-4.572600928344797921e+01,4.592409556257798897e+01,1.749998422041381785e+00,1.749998422041383783e+00
-4.447931150635168507e+01,4.209311169172312361e+01,1.750000581524779664e+00,1.750000581524777443e+00
-4.317284951573827811e+01,3.829962014067271525e+01,1.749999372591373836e+00,1.749999372591371616e+00
-4.191769959728380002e+01,3.448523377707111592e+01,1.750000766584619338e+00,1.750000766584623779e+00
-4.084307310423933757e+01,3.063873857335465090e+01,1.749999128980684659e+00,1.749999128980676888e+00
-4.019914023162431249e+01,2.665610872912973406e+01,1.750000422634294006e+00,1.750000422634287123e+00
-4.096003334072201341e+01,2.282881501609119823e+01,1.749999797026162485e+00,1.749999797026162485e+00
-4.327250111936863419e+01,1.959044155674828147e+01,1.749999793427601480e+00,1.749999793427601480e+00
-4.667062701531941116e+01,1.755710309725967733e+01,1.750000740909297026e+00,1.750000740909298802e+00
-5.060975837516519249e+01,1.745308256012251391e+01,1.749999718616087163e+00,1.749999718616088940e+00
-5.417307323437613320e+01,1.915400744671386235e+01,1.750000371814665723e+00,1.750000371814669498e+00
-5.742096258207864423e+01,2.152843790933592061e+01,1.750002323263327275e+00,1.750002323263319948e+00
-6.044182383354939248e+01,2.416570592943221030e+01,1.750002075103248789e+00,1.750002075103243904e+00
-6.326575480813422558e+01,2.701593035716128810e+01,1.750000214740005555e+00,1.750000214740003335e+00
-6.584418624571060263e+01,3.009700801691784022e+01,1.750000395824825805e+00,1.750000395824812260e+00
-6.798267370189813619e+01,3.348462175446007905e+01,1.750000453532934763e+00,1.750000453532931655e+00
-6.884438212259661327e+01,3.729545393799386943e+01,1.749999747179296072e+00,1.749999747179295628e+00
-6.789911774760714991e+01,4.116140938023610119e+01,1.749999698810436710e+00,1.749999698810436710e+00
-6.621021288887087053e+01,4.479924575205622972e+01,1.750001580507698717e+00,1.750001580507686061e+00
-6.448776902795938781e+01,4.842218477601055326e+01,1.749999614302292894e+00,1.749999614302292894e+00
-6.351199029167465682e+01,5.227543567048704176e+01,1.750000550292097667e+00,1.750000550292097445e+00
-6.398384484426023278e+01,5.622884584143423581e+01,1.749999300676091663e+00,1.749999300676086333e+00
-6.508980810880193246e+01,6.007217929654245836e+01,1.749997719378676209e+00,1.749997719378667105e+00
-6.679933973054306762e+01,6.369212372829042579e+01,1.750001131198161808e+00,1.750001131198161808e+00
-6.931550666145247419e+01,6.676396062930720632e+01,1.750003279675565349e+00,1.750003279675565349e+00
-7.295003413735790332e+01,6.825249635860492958e+01,1.750002195089100709e+00,1.750002195089086499e+00
-7.694803765251504046e+01,6.819915720067186271e+01,1.750001556638285161e+00,1.750001556638272726e+00
-8.087544434935493598e+01,6.741784814888953292e+01,1.749995879620355854e+00,1.749995879620355854e+00
-8.466347508567116620e+01,6.609851104454330084e+01,1.749996797062473908e+00,1.749996797062466580e+00
-8.811129401541944617e+01,6.412688232707412794e+01,1.749999318106499668e+00,1.749999318106519430e+00
-9.104089799636091129e+01,6.141839189637583729e+01,1.749998331819368591e+00,1.749998331819368591e+00
-9.309873981962996936e+01,5.800819296628775135e+01,1.749999741477712867e+00,1.749999741477723303e+00
-9.397395302725115585e+01,5.413356501022136058e+01,1.749998927003662663e+00,1.749998927003663107e+00
-9.384312855275857146e+01,5.014053630952294327e+01,1.749999290412531661e+00,1.749999290412532327e+00
-9.319615538044061509e+01,4.619618038195281429e+01,1.750000953454158958e+00,1.750000953454160513e+00
-9.215280803379056351e+01,4.233692135634612441e+01,1.749999908103596624e+00,1.749999908103583079e+00
-9.076487045220392247e+01,3.857311012163044950e+01,1.750000969264547734e+00,1.750000969264558170e+00
-8.908225669357275933e+01,3.495848208696673964e+01,1.749999807717458777e+00,1.749999807717462108e+00
-8.711135808768864308e+01,3.146709554013838783e+01,1.749999234064809839e+00,1.749999234064809839e+00
-8.481542824915320011e+01,2.822592115846002514e+01,1.749998788854464360e+00,1.749998788854473242e+00
-8.223694246477532488e+01,2.516573345082474233e+01,1.750000955437167161e+00,1.750000955437156502e+00
-7.952437996115601493e+01,2.221000159036301369e+01,1.750000630278199631e+00,1.750000630278196967e+00
-7.674779888866677879e+01,1.931274096004393570e+01,1.750001312325415004e+00,1.750001312325415004e+00
-7.394972068718152514e+01,1.643859616578551908e+01,1.750001677187663640e+00,1.750001677187661198e+00
-7.116461312851126308e+01,1.355368565135678338e+01,1.749998322280645890e+00,1.749998322280644558e+00
-6.843055110785498130e+01,1.061497939274588376e+01,1.749998986247734756e+00,1.749998986247733646e+00
-6.581543181226986405e+01,7.558069758234543301e+00,1.750001082900264571e+00,1.750001082900264571e+00
-6.352462345492234874e+01,4.293731388063465104e+00,1.750000193276475713e+00,1.750000193276469274e+00
-6.186633822292213836e+01,6.830423117200511429e-01,1.750000777206836222e+00,1.750000777206836222e+00
-6.099639099975625101e+01,-3.196571973625617957e+00,1.750000786635429684e+00,1.750000786635429684e+00
-6.152907270380298854e+01,-7.116979713235215499e+00,1.750000324023369025e+00,1.750000324023369247e+00
-6.382555078329285436e+01,-1.033155470566878620e+01,1.750000177256244349e+00,1.750000177256241018e+00
-6.697516413164676408e+01,-1.280131447057461180e+01,1.750000077605169624e+00,1.750000077605169624e+00
-6.983308624450253888e+01,-1.560267904092717650e+01,1.749999857017556337e+00,1.749999857017566773e+00
-7.231745290381637403e+01,-1.873712018904616627e+01,1.749999511582496003e+00,1.749999511582498002e+00
-7.424852724193119968e+01,-2.223964681420174117e+01,1.749999868443244733e+00,1.749999868443246287e+00
-7.528382460129077458e+01,-2.608221489159402040e+01,1.750000487369105295e+00,1.750000487369119728e+00
-7.536478987513535799e+01,-3.007151289515888237e+01,1.749999858031816125e+00,1.749999858031802580e+00
-7.398760142928333039e+01,-3.378056926567641938e+01,1.749999055859015940e+00,1.749999055859004615e+00
-7.090168625361934573e+01,-3.627167790317265883e+01,1.749999770045919334e+00,1.749999770045913117e+00
-6.724317451077290286e+01,-3.786324471001955771e+01,1.749999769916822379e+00,1.749999769916829040e+00
-6.337893058747923192e+01,-3.892108760691340308e+01,1.750000065000576033e+00,1.750000065000569149e+00
-5.940415659686298966e+01,-3.941801238385041017e+01,1.749999918663006415e+00,1.749999918663013743e+00
-5.546494608871121557e+01,-3.899299178510551656e+01,1.750000232457663341e+00,1.750000232457663341e+00
-5.192659075766535182e+01,-3.715575572943497207e+01,1.750000437456347813e+00,1.750000437456357805e+00
-4.870946929161389960e+01,-3.477039111981743247e+01,1.749999845015098865e+00,1.749999845015103306e+00
-4.548270800769236644e+01,-3.239268708210484959e+01,1.750000107617110112e+00,1.750000107617109002e+00
-4.190817359988743362e+01,-3.063568926927791480e+01,1.749999589288775192e+00,1.749999589288776969e+00
-3.794989055968012792e+01,-3.029227242041935853e+01,1.750000173996053121e+00,1.750000173996050012e+00
-3.400760924512140093e+01,-3.093417764082301957e+01,1.749999835225920952e+00,1.749999835225919176e+00
-3.015844865412047682e+01,-3.201944100021831474e+01,1.749999775446856809e+00,1.749999775446855921e+00
-2.629920011721667450e+01,-3.307239024775802960e+01,1.749999991906078467e+00,1.749999991906078467e+00
-2.268901067355080770e+01,-3.473820022096587223e+01,1.749999150092021782e+00,1.749999150092021782e+00
-1.931564383058033485e+01,-3.685221592154248071e+01,1.749999214645066692e+00,1.749999214645071577e+00
-1.546107865000124093e+01,-3.787334264856598764e+01,1.749999789665989569e+00,1.749999789665989569e+00
-1.153352506315113502e+01,-3.775691286324052953e+01,1.749999729129464887e+00,1.749999729129464887e+00
-7.503841690005282672e+00,-3.708033668964650076e+01,1.750000310345676047e+00,1.750000310345683152e+00
-3.640406382661463880e+00,-3.604909302848336949e+01,1.749999379925882170e+00,1.749999379925882170e+00
-1.010154956907432400e+00,-3.329341082713234812e+01,1.750004188010805484e+00,1.750004188010805484e+00
-2.061950565089591958e-01,-2.938003539899214189e+01,1.750002348630326443e+00,1.750002348630327109e+00
3.691927565451162963e-01,-2.544356002993534815e+01,1.750001724231461164e+00,1.750001724231461164e+00
6.615303290882206255e-01,-2.143866441705586112e+01,1.749997209481960470e+00,1.749997209481960692e+00
7.228973087903274308e-01,-1.741892279252763487e+01,1.750001176511833956e+00,1.750001176511833956e+00
6.534485798512680299e-01,-1.340471839191015846e+01,1.750004406588769434e+00,1.750004406588769434e+00
5.020943846999782467e-01,-9.394912769326705160e+00,1.749999740111175983e+00,1.749999740111175983e+00
2.999112715665985807e-01,-5.390719947823161107e+00,1.750001582256067501e+00,1.750001582256067501e+00
7.455718224259388904e-02,-1.403875754478393301e+00,1.749997997064622890e+00,1.749997997064622890e+00
-1.548106736242856885e-01,2.743958677518151923e+00,1.763611944991659630e+00,1.763611944991659630e+00
